brand,product_code,model_number,source,status,advertised_price,list_price,availability,seller_name_raw,fetch_method,model_match,observed_at,html_sha256,screenshot_sha256,error,url
LG,LG-P09,S90TY,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:40:46.422Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/lg-5-1-3-channel-s90ty-soundbar-with-wireless-subwoofer-dolby-atmos-wow-orchestra-black/JJ8VPZQWFS
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/lg-5-1-3-channel-s90ty-soundbar-with-wireless-subwoofer-dolby-atmos-wow-orchestra-black/JJ8VPZQWFS"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/lg-5-1-3-channel-s90ty-soundbar-with-wireless-subwoofer-dolby-atmos-wow-orchestra-black/JJ8VPZQWFS
LG,LG-P10,16U55U-H.AU77U3,amazon_us,blocked,,,unknown,,browser,false,2026-09-23T10:36:21.942Z,d0e15b7a4b93be8fad1cb4ed1a80c309b12b7ed61f9bb51dc8d1c2d6ff9796de,c743ed80340f774ae59f0bad0c5ae3675acf464e56bf2445618be266a1f645c6,"http gave status 200 (captcha), no price; trying browser | blocked: captcha",https://www.amazon.com/dp/B0H6Z6G58D
LG,LG-P10,16U55U-H.AU77U3,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:41:31.509Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/lg-gram-book-16-copilot-pc-touchscreen-laptop-with-amd-ryzen-ai-7-445-16gb-ram-1tb-ssd-titan-black/JJ8VPZZLZG/sku/6670750
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/lg-gram-book-16-copilot-pc-touchscreen-laptop-with-amd-ryzen-ai-7-445-16gb-ram-1tb-ssd-titan-black/JJ8VPZZLZG/sku/6670750"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/lg-gram-book-16-copilot-pc-touchscreen-laptop-with-amd-ryzen-ai-7-445-16gb-ram-1tb-ssd-titan-black/JJ8VPZZLZG/sku/6670750
Samsung,SAM-P01,SM-S948UZKAXAA,amazon_us,blocked,,,unknown,,browser,false,2026-09-23T10:36:55.129Z,57c73dd66e87c32ea8f225b66310703b72f857b0a7bfeb13c30fa4ed67721304,c743ed80340f774ae59f0bad0c5ae3675acf464e56bf2445618be266a1f645c6,"http gave status 200 (captcha), no price; trying browser | blocked: captcha",https://www.amazon.com/dp/B0G4SWDH8P
Samsung,SAM-P01,SM-S948UZKAXAA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:42:20.076Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-galaxy-s26-ultra-256gb-unlocked-black/JJGRF36YGZ
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-galaxy-s26-ultra-256gb-unlocked-black/JJGRF36YGZ"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-galaxy-s26-ultra-256gb-unlocked-black/JJGRF36YGZ
Samsung,SAM-P01,SM-S948UZKAXAA,walmart_us,ok,953,,in_stock,Spice Mobile,http,true,2026-09-23T10:31:16.835Z,ecd61936d4ae3d0392aaacd2bd46fd3a90fc0b5648ed5fdda4ffc4fa998d03f0,b4ea51ce2c4de3d24d06b6de070979a8dfec8e56ec3558d845357922aa91c18b,,https://www.walmart.com/ip/19199350891
Samsung,SAM-P02,SM-S942UZKEXAA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:43:07.823Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-galaxy-s26-256gb-unlocked-black/JJGRF36PKH/sku/6669751
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-galaxy-s26-256gb-unlocked-black/JJGRF36PKH/sku/6669751"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-galaxy-s26-256gb-unlocked-black/JJGRF36PKH/sku/6669751
Samsung,SAM-P02,SM-S942UZKEXAA,walmart_us,ok,719,,in_stock,Spice Mobile,http,true,2026-09-23T10:31:35.383Z,8d0f01f1d5cb13e0b2ccfc44f163bc7f5b8f158cfe79bd46f784c3c5af055e21,b83951affbd4c3c06e29556398bb4b11791471356b8cd2357a8e3f493b9995dc,,https://www.walmart.com/ip/19202402404
Samsung,SAM-P03,SM-R640NZKAXAR,amazon_us,blocked,,,unknown,,browser,false,2026-09-23T10:37:33.790Z,b3af5d796e84d307c31b0a7285c91627e8ba17bacf549c5aa3d7656aefc9f7b5,c743ed80340f774ae59f0bad0c5ae3675acf464e56bf2445618be266a1f645c6,"http gave status 200 (captcha), no price; trying browser | blocked: captcha",https://www.amazon.com/dp/B0G1PJLWLZ
Samsung,SAM-P03,SM-R640NZKAXAR,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:43:57.014Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-galaxy-buds4-pro-wireless-earbud-headphones-black/JJGRF3Q958/sku/6668660
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-galaxy-buds4-pro-wireless-earbud-headphones-black/JJGRF3Q958/sku/6668660"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-galaxy-buds4-pro-wireless-earbud-headphones-black/JJGRF3Q958/sku/6668660
Samsung,SAM-P03,SM-R640NZKAXAR,walmart_us,ok,249.99,,in_stock,Walmart.com,http,false,2026-09-23T10:31:54.272Z,a121a9ac7b25acbe79aeb2a1aa988d523883d6abbf3a0c2add2716aca2411a90,c4ba2b76e57fd4ec18ba7501b9c9b88d62dc8cd68763c978b9add427647607b5,,https://www.walmart.com/ip/19035974776
Samsung,SAM-P04,SM-L330NDAAXAA,amazon_us,ok,289.99,329.99,in_stock,Amazon.com,browser,false,2026-09-23T10:38:09.098Z,46ca59b22580f334a38bb7f321e2e3c658e37e0469b34b48d1642d4b832b4ce6,80f3523bff21d9ff65cd991b6999852d4f34f76c89840fd37689b374507c0c05,"http gave status 200 (captcha), no price; trying browser",https://www.amazon.com/dp/B0F7PZNZQD
Samsung,SAM-P04,SM-L330NDAAXAA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:44:46.317Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-galaxy-watch8-aluminum-smartwatch-44mm-bt-graphite-2025/JJGRF3XGRG
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-galaxy-watch8-aluminum-smartwatch-44mm-bt-graphite-2025/JJGRF3XGRG"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-galaxy-watch8-aluminum-smartwatch-44mm-bt-graphite-2025/JJGRF3XGRG
Samsung,SAM-P04,SM-L330NDAAXAA,walmart_us,ok,289.99,429.99,in_stock,Datavision Computer Video,http,true,2026-09-23T10:32:11.821Z,f74fe5565103b56b3ecb323ed6c32dffb42ad57904319bfa7e0042740668a570,e12b932a1575dde594f483839889da9bad3b323687b7fce79f91704c139fbfd1,,https://www.walmart.com/ip/17014300659
Samsung,SAM-P05,SM-X730NZAAXAR,amazon_us,ok,699.99,899.99,limited,Amazon.com,browser,false,2026-09-23T10:38:45.878Z,9c6eecab818eb6f6809ceb45b8082b38bb6666d0dc1cb45a61a7d6aa555efead,877371fa0e5ccf702b6b7263adf519a2861bc9dfc1399a20b404c0ea262e5a69,"http gave status 200 (captcha), no price; trying browser",https://www.amazon.com/dp/B0FGKCL9C2
Samsung,SAM-P05,SM-X730NZAAXAR,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:45:32.287Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-galaxy-tab-s11-11-128gb-wi-fi-with-s-pen-gray/JJGRF39WLC/sku/6641206
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-galaxy-tab-s11-11-128gb-wi-fi-with-s-pen-gray/JJGRF39WLC/sku/6641206"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-galaxy-tab-s11-11-128gb-wi-fi-with-s-pen-gray/JJGRF39WLC/sku/6641206
Samsung,SAM-P05,SM-X730NZAAXAR,walmart_us,ok,699.99,,in_stock,ANR TECH,http,true,2026-09-23T10:32:30.493Z,76846d1c1196c0b4f62763a17940eee7d2fd5a96d25c52d528001d839626cda1,d6062a9e15fb99643625c564ff52c7720734f0e68452e3c0a8a9296b5b882239,,https://www.walmart.com/ip/17347308731
Samsung,SAM-P06,QN65S90HAEXZA,amazon_us,blocked,,,unknown,,browser,false,2026-09-23T10:39:23.423Z,701d07d8cd1adbe138cef5a576333a38fcb2a30edcc374811df4f803774fb2bb,c743ed80340f774ae59f0bad0c5ae3675acf464e56bf2445618be266a1f645c6,"http gave status 200 (captcha), no price; trying browser | blocked: captcha",https://www.amazon.com/dp/B0GPY4Y2VF
Samsung,SAM-P06,QN65S90HAEXZA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:46:17.359Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-65-class-s90h-oled-4k-glare-free-tv-with-samsungvisionai-2026/JJGRF3QG5V/sku/6671584
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-65-class-s90h-oled-4k-glare-free-tv-with-samsungvisionai-2026/JJGRF3QG5V/sku/6671584"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-65-class-s90h-oled-4k-glare-free-tv-with-samsungvisionai-2026/JJGRF3QG5V/sku/6671584
Samsung,SAM-P06,QN65S90HAEXZA,walmart_us,ok,1697.99,1797.99,in_stock,Electronic Express,http,true,2026-09-23T10:32:47.469Z,ff1535293f63f9172fcd0025389ce107ecb0b063169991b60801116b2843f08b,5a3f1b9ad2993dea6dbf9cf6e94cfcee9a273180626cc6f4d3c9fc0dcde96c6f,,https://www.walmart.com/ip/19931816238
Samsung,SAM-P07,QN65QN90FAFXZA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:47:05.714Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-65-class-qn90f-series-neo-qled-mini-led-4k-uhd-samsungvision-ai-smart-tizen-tv-2025/J3ZYG2FZG8/sku/6613496
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-65-class-qn90f-series-neo-qled-mini-led-4k-uhd-samsungvision-ai-smart-tizen-tv-2025/J3ZYG2FZG8/sku/6613496"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-65-class-qn90f-series-neo-qled-mini-led-4k-uhd-samsungvision-ai-smart-tizen-tv-2025/J3ZYG2FZG8/sku/6613496
Samsung,SAM-P08,QN65LS03HWFXZA,amazon_us,failed,,,unknown,,browser,false,2026-09-23T10:40:02.379Z,f5b7a54121cd12b10687449769602d012a2511c206251e736533df683e01641c,66bf94d03ba7df1ddb1b43d1813613b5c13773acecf0a526984324b447d1df62,"http gave status 200, no price; trying browser | page loaded but no price was found",https://www.amazon.com/dp/B0GPY9FY4L
Samsung,SAM-P08,QN65LS03HWFXZA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:47:51.850Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-65-class-ls03hw-series-the-frame-pro-4k-uhd-samsungvision-ai-smart-tizen-tv-2026/JJGRF3QH8H
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-65-class-ls03hw-series-the-frame-pro-4k-uhd-samsungvision-ai-smart-tizen-tv-2026/JJGRF3QH8H"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-65-class-ls03hw-series-the-frame-pro-4k-uhd-samsungvision-ai-smart-tizen-tv-2026/JJGRF3QH8H
Samsung,SAM-P08,QN65LS03HWFXZA,walmart_us,ok,1797.99,,in_stock,Video & Audio Center,http,true,2026-09-23T10:33:03.193Z,d6448f4c456bdb22a67bfb901181ba92067b13258f2e2cdff28e60ec9adee76e,9325e2c3517d7354df3b6cb11b74a87e8a4befd0aaee454e8bf52c3fdf069b60,,https://www.walmart.com/ip/20008614465
Samsung,SAM-P09,MU-PE2T0S/AM,amazon_us,ok,519.98,574.99,in_stock,Amazon.com,http,true,2026-09-23T10:40:21.402Z,79ab213732384084bfdf4ccec79f5eb551f600c7ffb6a6661f10a01b4388526b,30461e997bca1f93ad0aaa5b9e9621b3ae533401a0c7148ba54da33112c10406,,https://www.amazon.com/dp/B09VLHR4JC
Samsung,SAM-P09,MU-PE2T0S/AM,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:48:39.501Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/site/samsung-t7-shield-2tb-external-usb-3-2-gen-2-rugged-ssd-ip65-water-resistant-black/6501714.p?skuId=6501714
Call log:
[2m  - navigating to ""https://www.bestbuy.com/site/samsung-t7-shield-2tb-external-usb-3-2-gen-2-rugged-ssd-ip65-water-resistant-black/6501714.p?skuId=6501714"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/site/samsung-t7-shield-2tb-external-usb-3-2-gen-2-rugged-ssd-ip65-water-resistant-black/6501714.p?skuId=6501714
Samsung,SAM-P09,MU-PE2T0S/AM,walmart_us,ok,514.99,,in_stock,Fullbright Sales,http,true,2026-09-23T10:33:22.939Z,0305636698b276b81b9598e3404d9757000f04af4d2da5697e211bfa59bce492,3ff709dec30e8a28c410c0048051b719af7d73cb13ea9daef4eed8f319a1e1f4,,https://www.walmart.com/ip/716119515
Samsung,SAM-P10,LS27HG612SNXZA,amazon_us,blocked,,,unknown,,browser,false,2026-09-23T10:40:54.877Z,754f7e06d75c539d4122e4a0134da9beb2c18bca2c14c20faa6fd3a5f44e7b02,c743ed80340f774ae59f0bad0c5ae3675acf464e56bf2445618be266a1f645c6,"http gave status 200 (captcha), no price; trying browser | blocked: captcha",https://www.amazon.com/dp/B0GDSC8K2H
Samsung,SAM-P10,LS27HG612SNXZA,bestbuy_us,failed,,,unknown,,,,2026-09-23T10:49:30.011Z,,,"http: The operation was aborted due to timeout | browser: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.bestbuy.com/product/samsung-27-odyssey-oled-g6-g61sh-qhd-240hz-0-03ms-amd-freesync-premium-glare-free-gaming-monitor-black/JJGRF3RHX7/sku/6673763
Call log:
[2m  - navigating to ""https://www.bestbuy.com/product/samsung-27-odyssey-oled-g6-g61sh-qhd-240hz-0-03ms-amd-freesync-premium-glare-free-gaming-monitor-black/JJGRF3RHX7/sku/6673763"", waiting until ""domcontentloaded""[22m
",https://www.bestbuy.com/product/samsung-27-odyssey-oled-g6-g61sh-qhd-240hz-0-03ms-amd-freesync-premium-glare-free-gaming-monitor-black/JJGRF3RHX7/sku/6673763
Samsung,SAM-P10,LS27HG612SNXZA,walmart_us,ok,599.99,,in_stock,Datavision Computer Video,http,true,2026-09-23T10:33:41.482Z,ca8db95b4ecd53e44167c8b46470ba972ff6b20649d81e2e6391a773e7d665de,54387cd7e37f82d25a0ac1cce1bccffa22caa2c5cf0dd4cd0f16fc4ef6d9fbf4,,https://www.walmart.com/ip/20044002869
